row,col,type
12071,13573,5
12071,13838,5
12071,13944,5
12071,14062,5
12071,14216,5
12071,14388,5
12071,14448,5
12071,10382,5
12071,14491,5
12071,14907,5
12071,15037,5
12071,15391,5
12071,11389,5
12071,15511,5
12072,7811,5
12072,12133,5
12072,12138,5
12072,12139,5
12072,12140,5
12072,12141,5
12072,7839,5
12072,12144,5
12072,12145,5
12072,12146,5
12072,12147,5
12072,12228,5
12072,12345,5
12072,12369,5
12072,12374,5
12072,12477,5
12072,12479,5
12072,12495,5
12072,12548,5
12072,8375,5
12072,8417,5
12072,12680,5
12072,12685,5
12072,8510,5
12072,12712,5
12072,8546,5
12072,12753,5
12072,12913,5
12072,12985,5
12072,8811,5
12072,12988,5
12072,8926,5
12072,13096,5
12072,13288,5
12072,13289,5
12072,13295,5
12072,9097,5
12072,9105,5
12072,13442,5
12072,13443,5
12072,13538,5
12072,13539,5
12072,13543,5
12072,13544,5
12072,13548,5
12072,9630,5
12072,9728,5
12072,13797,5
12072,13904,5
12072,13907,5
12072,13932,5
12072,13964,5
12072,13980,5
12072,13982,5
12072,14008,5
12072,14063,5
12072,14064,5
12072,14072,5
12072,14352,5
12072,14424,5
12072,14448,5
12072,14451,5
12072,14455,5
12072,10369,5
12072,14487,5
12072,14488,5
12072,14489,5
12072,14490,5
12072,14491,5
12072,14509,5
12072,14801,5
12072,10661,5
12072,14842,5
12072,14868,5
12072,14914,5
12072,10901,5
12072,15018,5
12072,15038,5
12072,11030,5
12072,11235,5
12072,11410,5
12072,15464,5
12072,15466,5
12073,12074,5
12073,12106,5
12073,12133,5
12073,12138,5
12073,12140,5
12073,12141,5
12073,7839,5
12073,12143,5
12073,12146,5
12073,12147,5
12073,7938,5
12073,8007,5
12073,12563,5
12073,8339,5
12073,8340,5
12073,12611,5
12073,8396,5
12073,12701,5
12073,12728,5
12073,8546,5
12073,12840,5
12073,13001,5
12073,13004,5
12073,13064,5
12073,13294,5
12073,13413,5
12073,13458,5
12073,13581,5
12073,9976,5
12073,14072,5
12073,10024,5
12073,10106,5
12073,10122,5
12073,14215,5
12073,14348,5
12073,14350,5
12073,14356,5
12073,10255,5
12073,10327,5
12073,14455,5
12073,10369,5
12073,14743,5
12073,10620,5
12073,10661,5
12073,14978,5
12073,14986,5
12073,15087,5
12073,11047,5
12073,11140,5
12073,11234,5
12073,11235,5
12073,15317,5
7788,12133,5
7788,7834,5
7788,7836,5
7788,12138,5
7788,12139,5
7788,12140,5
7788,12141,5
7788,7839,5
7788,12146,5
7788,12147,5
7788,12335,5
7788,12570,5
7788,8534,5
7788,13002,5
7788,9412,5
7788,9729,5
7788,14072,5
7788,10302,5
7788,14443,5
7788,14455,5
7788,10369,5
7788,10650,5
7788,14969,5
7788,11047,5
7788,11235,5
7788,15385,5
7788,15390,5
12074,12126,5
12074,12133,5
12074,12138,5
12074,12139,5
12074,12140,5
12074,12141,5
12074,7839,5
12074,12143,5
12074,12146,5
12074,12147,5
12074,7844,5
12074,12286,5
12074,8112,5
12074,12372,5
12074,12526,5
12074,8305,5
12074,12711,5
12074,12728,5
12074,12757,5
12074,12840,5
12074,12913,5
12074,13294,5
12074,13360,5
12074,13413,5
12074,13434,5
12074,13539,5
12074,13756,5
12074,13783,5
12074,13868,5
12074,14016,5
12074,14072,5
12074,14161,5
12074,14282,5
12074,10363,5
12074,14455,5
12074,14643,5
12074,10602,5
12074,10661,5
12074,14927,5
12074,14978,5
12074,15087,5
12074,15187,5
12074,11234,5
12075,7796,5
12075,12117,5
12075,12118,5
12075,12126,5
12075,12127,5
12075,12128,5
12075,12133,5
12075,12138,5
12075,7844,5
12075,7892,5
12075,12256,5
12075,12319,5
12075,8083,5
12075,12369,5
12075,12414,5
12075,8164,5
12075,12424,5
12075,8170,5
12075,12442,5
12075,12443,5
12075,12446,5
12075,8208,5
12075,12507,5
12075,12508,5
12075,12526,5
12075,12563,5
12075,12568,5
12075,8340,5
12075,12570,5
12075,12571,5
12075,12599,5
12075,12643,5
12075,12684,5
12075,8520,5
12075,8546,5
12075,12769,5
12075,12774,5
12075,12786,5
12075,8684,5
12075,12850,5
12075,8685,5
12075,8693,5
12075,8712,5
12075,12927,5
12075,12976,5
12075,12985,5
12075,13064,5
12075,13087,5
12075,13206,5
12075,13240,5
12075,13256,5
12075,9162,5
12075,13410,5
12075,13414,5
12075,13416,5
12075,13419,5
12075,13446,5
12075,9412,5
12075,13461,5
12075,13471,5
12075,13518,5
12075,13539,5
12075,13542,5
12075,13543,5
12075,13554,5
12075,13560,5
12075,9523,5
12075,13570,5
12075,13585,5
12075,13600,5
12075,9604,5
12075,9635,5
12075,9665,5
12075,9666,5
12075,9668,5
12075,13762,5
12075,13764,5
12075,9677,5
12075,9682,5
12075,9732,5
12075,13902,5
12075,13904,5
12075,13907,5
12075,13964,5
12075,13978,5
12075,9876,5
12075,14049,5
12075,14054,5
12075,14063,5
12075,14064,5
12075,14065,5
12075,14069,5
12075,14072,5
12075,14095,5
12075,14096,5
12075,10022,5
12075,14125,5
12075,14132,5
12075,14142,5
12075,14181,5
12075,14196,5
12075,14342,5
12075,14347,5
12075,14348,5
12075,14349,5
12075,14363,5
12075,14380,5
12075,10360,5
12075,10369,5
12075,10393,5
12075,14641,5
12075,10496,5
12075,14684,5
12075,14713,5
12075,10601,5
12075,14761,5
12075,14763,5
12075,14765,5
12075,14789,5
12075,14801,5
12075,10662,5
12075,14854,5
12075,14857,5
12075,10780,5
12075,14888,5
12075,14904,5
12075,14942,5
12075,14945,5
12075,14949,5
12075,14963,5
12075,14974,5
12075,15047,5
12075,11014,5
12075,15116,5
12075,11140,5
12075,15192,5
12075,15203,5
12075,15212,5
12075,15214,5
12075,15314,5
12075,15330,5
12075,15339,5
12075,11370,5
12075,11389,5
12075,15438,5
12075,11410,5
12075,11418,5
12075,11426,5
12075,15472,5
12075,11451,5
12075,15474,5
12075,11477,5
12075,11513,5
12075,15544,5
12076,12127,5
12076,12138,5
12076,12139,5
12076,7839,5
12076,12143,5
12076,12144,5
12076,12145,5
12076,12184,5
12076,7960,5
12076,8086,5
12076,12548,5
12076,12624,5
12076,8401,5
12076,12626,5
12076,8417,5
12076,12868,5
12076,12924,5
12076,12925,5
12076,9142,5
12076,13544,5
12076,13546,5
12076,9591,5
12076,9634,5
12076,13756,5
12076,13803,5
12076,9755,5
12076,10059,5
12076,14215,5
12076,14216,5
12076,14363,5
12076,10326,5
12076,10346,5
12076,11214,5
7791,8825,5
7791,14011,5
7791,10382,5
7791,14974,5
7791,15224,5
7791,11418,5
7792,12133,5
7792,12136,5
7792,12137,5
7792,7836,5
7792,12145,5
7792,12414,5
7792,12425,5
7792,12445,5
7792,8417,5
7792,8418,5
7792,12660,5
7792,12995,5
7792,13420,5
7792,13561,5
7792,13620,5
7792,13756,5
7792,13774,5
7792,13803,5
7792,14161,5
7792,14419,5
7792,14423,5
7792,10369,5
7792,14537,5
7792,10515,5
7792,14661,5
7792,14911,5
7792,14949,5
7792,14993,5
7792,15058,5
7792,15464,5
7792,11451,5
7793,12143,5
7793,12356,5
7793,8075,5
7793,8076,5
7793,8417,5
7793,8418,5
7793,12995,5
7793,13014,5
7793,13585,5
7793,14532,5
7793,14537,5
7793,10531,5
7793,11302,5
7793,11318,5
12078,12079,5
12078,7839,5
12078,12145,5
12078,12153,5
12078,12328,5
12078,12329,5
12078,12332,5
12078,12333,5
12078,12365,5
12078,8137,5
12078,12424,5
12078,12430,5
12078,8168,5
12078,8170,5
12078,8267,5
12078,8271,5
12078,8328,5
12078,8347,5
12078,8348,5
12078,12584,5
12078,8375,5
12078,8417,5
12078,8418,5
12078,12767,5
12078,12791,5
12078,8685,5
12078,12908,5
12078,12998,5
12078,13064,5
12078,13295,5
12078,9096,5
12078,13347,5
12078,9153,5
12078,13408,5
12078,13420,5
12078,9492,5
12078,9516,5
12078,13564,5
12078,13580,5
12078,13585,5
12078,13756,5
12078,9729,5
12078,13937,5
12078,9851,5
12078,13955,5
12078,14063,5
12078,14193,5
12078,14194,5
12078,14241,5
12078,10158,5
12078,14361,5
12078,14461,5
12078,14531,5
12078,14532,5
12078,14761,5
12078,10783,5
12078,14904,5
12078,14911,5
12078,15038,5
12078,15050,5
12078,15084,5
12078,15085,5
12078,11076,5
12078,11168,5
12078,15209,5
12078,11235,5
12078,15321,5
12078,11368,5
12078,15380,5
12078,11421,5
12078,11440,5
12078,11451,5
12079,7839,5
12079,12145,5
12079,12430,5
12079,12534,5
12079,8348,5
12079,12584,5
12079,8418,5
12079,12775,5
12079,13408,5
12079,13564,5
12079,13580,5
12079,9851,5
12079,14172,5
12079,10158,5
12079,14532,5
12079,15085,5
12079,15209,5
12079,11421,5
7794,7834,5
7794,12161,5
7794,12369,5
7794,8418,5
7794,9522,5
7794,14505,5
7794,14532,5
7794,14715,5
7794,15483,5
7796,12176,5
7796,12183,5
7796,13855,5
7796,11465,5
7796,15484,5
12081,7804,5
12081,8086,5
12081,13286,5
12081,10901,5
7797,8301,5
7797,9735,5
7798,9735,5
12083,12084,5
12083,12085,5
12083,12086,5
12083,12087,5
12083,12088,5
12083,12089,5
12083,12117,5
12083,12415,5
12083,8688,5
12083,12852,5
12083,12985,5
12083,13126,5
12083,13301,5
12083,9101,5
12083,9193,5
12083,13582,5
12083,14080,5
12083,14157,5
12083,10176,5
12083,14275,5
12083,14278,5
12083,10494,5
12083,14799,5
12083,15077,5
12083,11084,5
12083,15288,5
12083,11272,5
12083,11273,5
12083,15294,5
12083,15381,5
12083,15439,5
12083,15451,5
12084,12085,5
12084,12086,5
12084,12087,5
12084,12088,5
12084,12089,5
12084,12415,5
12084,12541,5
12084,12852,5
12084,12985,5
12084,9101,5
12084,13504,5
12084,14080,5
12084,10176,5
12084,10327,5
12084,15077,5
12084,11084,5
12084,11272,5
12084,15440,5
12084,15451,5
12085,12086,5
12085,12087,5
12085,12088,5
12085,12089,5
12085,8688,5
12085,12852,5
12085,12985,5
12085,13126,5
12085,14123,5
12085,10176,5
12085,15077,5
12085,11084,5
12085,11272,5
12085,15451,5
12086,12087,5
12086,12088,5
12086,12089,5
12086,12117,5
12086,12356,5
12086,12415,5
12086,8688,5
12086,12852,5
12086,14080,5
12086,10176,5
12086,14799,5
12086,15077,5
12086,15210,5
12087,12088,5
12087,12089,5
12087,8688,5
12087,12852,5
12087,13126,5
12087,14123,5
12087,10176,5
12087,14799,5
12087,15077,5
12087,11084,5
12087,15288,5
12087,11272,5
12087,15451,5
12088,12089,5
12088,12117,5
12088,12415,5
12088,12852,5
12088,13126,5
12088,9101,5
12088,14080,5
12088,10176,5
12088,14275,5
12088,10494,5
12088,15077,5
12088,11084,5
12088,11272,5
12088,15440,5
12088,15451,5
12089,12852,5
12089,12985,5
12089,10176,5
12089,14799,5
12089,15077,5
12089,11084,5
12090,7815,5
12090,8604,5
12090,13628,5
12090,13927,5
12090,14193,5
12090,14408,5
12090,10372,5
12090,10603,5
12092,12113,5
12092,12548,5
12092,8358,5
12092,13266,5
12092,13269,5
12092,9018,5
12092,13486,5
12092,9724,5
12092,14287,5
12092,14532,5
12092,11439,5
12094,9427,5
7800,12390,5
7800,13116,5
7801,8605,5
7801,12881,5
7801,9651,5
7801,13747,5
7801,13748,5
7801,10057,5
7801,10310,5
7801,14933,5
7801,10887,5
12096,13414,5
12096,11473,5
7802,12233,5
7802,12405,5
7802,8891,5
7802,13486,5
7802,14792,5
7802,10927,5
7802,15012,5
7802,15223,5
7802,15224,5
7802,15225,5
12097,12255,5
12097,14075,5
12099,12179,5
12099,12211,5
12099,12339,5
12099,8083,5
12099,12548,5
12099,12589,5
12099,8417,5
12099,8549,5
12099,12741,5
12099,8589,5
12099,12900,5
12099,13087,5
12099,9010,5
12099,13260,5
12099,13262,5
12099,9029,5
12099,9105,5
12099,13347,5
12099,9124,5
12099,13350,5
12099,13408,5
12099,13442,5
12099,13569,5
12099,9635,5
12099,13764,5
12099,9682,5
12099,13902,5
12099,13937,5
12099,13940,5
12099,9993,5
12099,14125,5
12099,14193,5
12099,14324,5
12099,14405,5
12099,10422,5
12099,14775,5
12099,10812,5
12099,10823,5
12099,14969,5
12099,14982,5
12099,10969,5
12099,11169,5
12099,11180,5
12099,15321,5
12099,15430,5
12099,15545,5
12100,12425,5
12100,8203,5
12100,8324,5
12100,13585,5
12100,14261,5
12100,14262,5
12100,14310,5
12100,14313,5
12100,14315,5
12100,14316,5
12100,14464,5
12100,14683,5
12100,10601,5
12100,14868,5
12100,14883,5
12100,14885,5
12100,14890,5
12100,14893,5
12100,14894,5
12100,14896,5
12100,14897,5
12100,14898,5
12100,14899,5
12100,14904,5
12100,15308,5
12100,15359,5
12100,15428,5
12103,12353,5
12103,12619,5
12103,13287,5
12103,13292,5
12103,13411,5
12103,13414,5
12103,9725,5
12103,14777,5
12103,14900,5
12103,11138,5
12103,15205,5
12103,11473,5
7804,12113,5
7804,8166,5
7804,8168,5
7804,12563,5
7804,12564,5
7804,12565,5
7804,8340,5
7804,8392,5
7804,12850,5
7804,13002,5
7804,13292,5
7804,13414,5
7804,14385,5
7804,14957,5
7804,15192,5
7804,15370,5
7804,15384,5
7804,11370,5
7804,11473,5
12105,12255,5
12105,15224,5
12105,15225,5
12105,15227,5
12106,12125,5
12106,7815,5
12106,12128,5
12106,12140,5
12106,7839,5
12106,12201,5
12106,12390,5
12106,12534,5
12106,12548,5
12106,8375,5
12106,12611,5
12106,8396,5
12106,8397,5
12106,12725,5
12106,12727,5
12106,8530,5
12106,12728,5
12106,8547,5
12106,8548,5
12106,8549,5
12106,12741,5
12106,8605,5
12106,12840,5
12106,8799,5
12106,8811,5
12106,13014,5
12106,13248,5
12106,13261,5
12106,13347,5
12106,13350,5
12106,13413,5
12106,13414,5
12106,9485,5
12106,13549,5
12106,13581,5
12106,13724,5
12106,9665,5
12106,9668,5
12106,13777,5
12106,14016,5
12106,14050,5
12106,14100,5
12106,14162,5
12106,14385,5
12106,14414,5
12106,14419,5
12106,10327,5
12106,14459,5
12106,14504,5
12106,14505,5
12106,10412,5
12106,14506,5
12106,14522,5
12106,14532,5
12106,10737,5
12106,14933,5
12106,10901,5
12106,14978,5
12106,10970,5
12106,11076,5
12106,15159,5
12106,11140,5
12106,15193,5
12106,11368,5
12106,15391,5
12109,12113,5
12109,7808,5
12109,12150,5
12109,9018,5
12109,13358,5
12109,14653,5
12109,14715,5
12109,14936,5
12109,10973,5
12109,15137,5
7806,12566,5
7806,12954,5
7806,13383,5
12113,7808,5
12113,12332,5
12113,12423,5
12113,8166,5
12113,8168,5
12113,12442,5
12113,8224,5
12113,12548,5
12113,12562,5
12113,12563,5
12113,12564,5
12113,12566,5
12113,8339,5
12113,12567,5
12113,12568,5
12113,8340,5
12113,12570,5
12113,12571,5
12113,12669,5
12113,8547,5
12113,8682,5
12113,12848,5
12113,8684,5
12113,12850,5
12113,8685,5
12113,8688,5
12113,12900,5
12113,8938,5
12113,13287,5
12113,13358,5
12113,13442,5
12113,13542,5
12113,9703,5
12113,13904,5
12113,14063,5
12113,14064,5
12113,14077,5
12113,14096,5
12113,14172,5
12113,10258,5
12113,14451,5
12113,14505,5
12113,14532,5
12113,14752,5
12113,10603,5
12113,14765,5
12113,14777,5
12113,14945,5
12113,14950,5
12113,14996,5
12113,11065,5
12113,15273,5
12113,15370,5
12113,15376,5
7808,13358,5
7808,9846,5
7808,10258,5
7808,14532,5
7808,14941,5
7810,12959,5
7810,13008,5
7810,13240,5
7810,13538,5
7810,9709,5
7810,14067,5
7810,10360,5
7810,14509,5
7810,14759,5
7810,11085,5
7810,11313,5
12116,12117,5
12116,12118,5
12116,12121,5
12116,7811,5
12116,7815,5
12116,12183,5
12116,12369,5
12116,12375,5
12116,8137,5
12116,12451,5
12116,12548,5
12116,8375,5
12116,8413,5
12116,8417,5
12116,8418,5
12116,12961,5
12116,12963,5
12116,12964,5
12116,12965,5
12116,12966,5
12116,13034,5
12116,13035,5
12116,13244,5
12116,13413,5
12116,13420,5
12116,9372,5
12116,9508,5
12116,13554,5
12116,13577,5
12116,13608,5
12116,13631,5
12116,9683,5
12116,13789,5
12116,9732,5
12116,13846,5
12116,13964,5
12116,13980,5
12116,14181,5
12116,14361,5
12116,10515,5
12116,14801,5
12116,14843,5
12116,10755,5
12116,14859,5
12116,14861,5
12116,14938,5
12116,14973,5
12116,14974,5
12116,10988,5
12116,10989,5
12116,15046,5
12116,10998,5
12116,11168,5
12116,11227,5
12116,11265,5
12116,15472,5
12117,12118,5
12117,12121,5
12117,7811,5
12117,7815,5
12117,12126,5
12117,12133,5
12117,12138,5
12117,7844,5
12117,7894,5
12117,8031,5
12117,12369,5
12117,8112,5
12117,12408,5
12117,12526,5
12117,12548,5
12117,8328,5
12117,8375,5
12117,12727,5
12117,8573,5
12117,8797,5
12117,12967,5
12117,12985,5
12117,8811,5
12117,12990,5
12117,13058,5
12117,8918,5
12117,8926,5
12117,13087,5
12117,9005,5
12117,13260,5
12117,13473,5
12117,13474,5
12117,9484,5
12117,13537,5
12117,9508,5
12117,13631,5
12117,9660,5
12117,13756,5
12117,13846,5
12117,9786,5
12117,9864,5
12117,9877,5
12117,9944,5
12117,14072,5
12117,14160,5
12117,14181,5
12117,14285,5
12117,14349,5
12117,14387,5
12117,14532,5
12117,10457,5
12117,10661,5
12117,14927,5
12117,14973,5
12117,15061,5
12117,15094,5
12117,15187,5
12117,11231,5
12117,11318,5
12117,11410,5
12117,15464,5
12117,11454,5
12117,15544,5
12118,12121,5
12118,7811,5
12118,7815,5
12118,12133,5
12118,7844,5
12118,7855,5
12118,12286,5
12118,12345,5
12118,8085,5
12118,8086,5
12118,12369,5
12118,12371,5
12118,12375,5
12118,8185,5
12118,12451,5
12118,8418,5
12118,12760,5
12118,8811,5
12118,13334,5
12118,13336,5
12118,13347,5
12118,13350,5
12118,13366,5
12118,13413,5
12118,13420,5
12118,13427,5
12118,9475,5
12118,9508,5
12118,13577,5
12118,13798,5
12118,13846,5
12118,13869,5
12118,13944,5
12118,9875,5
12118,13980,5
12118,14004,5
12118,9954,5
12118,14119,5
12118,14132,5
12118,14414,5
12118,14603,5
12118,14639,5
12118,14785,5
12118,14801,5
12118,14904,5
12118,14911,5
12118,10814,5
12118,14997,5
12118,10988,5
12118,10989,5
12118,15186,5
12118,11274,5
12118,15464,5
12119,12709,5
12119,14357,5
12119,11465,5
12119,15483,5
12119,15485,5
12119,15487,5
12120,12133,5
12120,12199,5
12120,12548,5
12120,14181,5
12120,11465,5
12120,15483,5
12120,15484,5
12120,15485,5
12120,15486,5
12120,15487,5
12121,7811,5
12121,13008,5
12121,13013,5
12121,13412,5
12121,13413,5
12121,9516,5
12121,9628,5
12121,13846,5
12121,9954,5
12121,10121,5
12121,14285,5
12121,14911,5
12121,15048,5
12121,11168,5
12121,11266,5
7811,7815,5
7811,12132,5
7811,12133,5
7811,7855,5
7811,12168,5
7811,7892,5
7811,7938,5
7811,8005,5
7811,12375,5
7811,12413,5
7811,12526,5
7811,12548,5
7811,8328,5
7811,12568,5
7811,8349,5
7811,8350,5
7811,8375,5
7811,8417,5
7811,8418,5
7811,12757,5
7811,12758,5
7811,12760,5
7811,12917,5
7811,13013,5
7811,8918,5
7811,9153,5
7811,13420,5
7811,13473,5
7811,9504,5
7811,9508,5
7811,9660,5
7811,13756,5
7811,13784,5
7811,13846,5
7811,9786,5
7811,13937,5
7811,13955,5
7811,13964,5
7811,9877,5
7811,14072,5
7811,14161,5
7811,14181,5
7811,10255,5
7811,14387,5
7811,14452,5
7811,14486,5
7811,14505,5
7811,14801,5
7811,10661,5
7811,14843,5
7811,10755,5
7811,14904,5
7811,15029,5
7811,15038,5
7811,10989,5
7811,15046,5
7811,15065,5
7811,15094,5
7811,15219,5
7811,11309,5
7811,11410,5
7811,15464,5
7811,15474,5
12122,12369,5
12123,12129,5
12123,12133,5
12123,12134,5
12123,12137,5
12123,7835,5
12123,7836,5
12123,12140,5
12123,12141,5
12123,7839,5
12123,12143,5
12123,12144,5
12123,12145,5
12123,7841,5
12123,12179,5
12123,7885,5
12123,12199,5
12123,12202,5
12123,12229,5
12123,8007,5
12123,12353,5
12123,12356,5
12123,8075,5
12123,12374,5
12123,12390,5
12123,12413,5
12123,8163,5
12123,12423,5
12123,8166,5
12123,8168,5
12123,8173,5
12123,12451,5
12123,12468,5
12123,12477,5
12123,8265,5
12123,12533,5
12123,12548,5
12123,8328,5
12123,12563,5
12123,12599,5
12123,12611,5
12123,8396,5
12123,12622,5
12123,8417,5
12123,8521,5
12123,12727,5
12123,8541,5
12123,12739,5
12123,8543,5
12123,12740,5
12123,8561,5
12123,12748,5
12123,8605,5
12123,8619,5
12123,8649,5
12123,12842,5
12123,8759,5
12123,12913,5
12123,8812,5
12123,8920,5
12123,13059,5
12123,13104,5
12123,13128,5
12123,13141,5
12123,13142,5
12123,13143,5
12123,9002,5
12123,9003,5
12123,13281,5
12123,9095,5
12123,9169,5
12123,13414,5
12123,9193,5
12123,13431,5
12123,13455,5
12123,13471,5
12123,9460,5
12123,13495,5
12123,13498,5
12123,9475,5
12123,9547,5
12123,13631,5
12123,9651,5
12123,13752,5
12123,13756,5
12123,13779,5
12123,13847,5
12123,13869,5
12123,13908,5
12123,13937,5
12123,13955,5
12123,13976,5
12123,9877,5
12123,13980,5
12123,13992,5
12123,14004,5
12123,14063,5
12123,10008,5
12123,14100,5
12123,10018,5
12123,14144,5
12123,14162,5
12123,10186,5
12123,14285,5
12123,10241,5
12123,14355,5
12123,14372,5
12123,10262,5
12123,10327,5
12123,14457,5
12123,14517,5
12123,14531,5
12123,14550,5
12123,14741,5
12123,14801,5
12123,14931,5
12123,14933,5
12123,10870,5
12123,14974,5
12123,14978,5
12123,14979,5
12123,10913,5
12123,10915,5
12123,10928,5
12123,14996,5
12123,10956,5
12123,10964,5
12123,15026,5
12123,15061,5
12123,11024,5
12123,15084,5
12123,15085,5
12123,15186,5
12123,15204,5
12123,15212,5
12123,15224,5
12123,15225,5
12123,11216,5
12123,11266,5
12123,11288,5
12123,15343,5
12123,11368,5
12123,11395,5
12123,11451,5
12123,15480,5
12123,15544,5
12124,8324,5
12124,10226,5
12124,14463,5
12124,14885,5
12124,14889,5
12124,14890,5
12124,14892,5
12124,14897,5
12124,14904,5
12125,7812,5
12125,7813,5
12125,7815,5
12125,12141,5
12125,12179,5
12125,12235,5
12125,7921,5
12125,7940,5
12125,12249,5
12125,12256,5
12125,7959,5
12125,7976,5
12125,8005,5
12125,8007,5
12125,12303,5
12125,12369,5
12125,8112,5
12125,12371,5
12125,12404,5
12125,8140,5
12125,8170,5
12125,8175,5
12125,12443,5
12125,8221,5
12125,8224,5
12125,12485,5
12125,8266,5
12125,8267,5
12125,12491,5
12125,12534,5
12125,12536,5
12125,8323,5
12125,12548,5
12125,8328,5
12125,12565,5
12125,8339,5
12125,12593,5
12125,8356,5
12125,8357,5
12125,12595,5
12125,8358,5
12125,12597,5
12125,12599,5
12125,12611,5
12125,8396,5
12125,8401,5
12125,8417,5
12125,8418,5
12125,12636,5
12125,12637,5
12125,12645,5
12125,12675,5
12125,8516,5
12125,12739,5
12125,8549,5
12125,12741,5
12125,8555,5
12125,12749,5
12125,8588,5
12125,8591,5
12125,8605,5
12125,12776,5
12125,8668,5
12125,12832,5
12125,8682,5
12125,12900,5
12125,12911,5
12125,12912,5
12125,8768,5
12125,12960,5
12125,8813,5
12125,12995,5
12125,8891,5
12125,13064,5
12125,8956,5
12125,13204,5
12125,13238,5
12125,13240,5
12125,13241,5
12125,8989,5
12125,13245,5
12125,13246,5
12125,13256,5
12125,13262,5
12125,9027,5
12125,9029,5
12125,13285,5
12125,13296,5
12125,13347,5
12125,9171,5
12125,13443,5
12125,9383,5
12125,9389,5
12125,13455,5
12125,13471,5
12125,9442,5
12125,13486,5
12125,13494,5
12125,9466,5
12125,9485,5
12125,9487,5
12125,13518,5
12125,13520,5
12125,13538,5
12125,13543,5
12125,13544,5
12125,9507,5
12125,9516,5
12125,13620,5
12125,13642,5
12125,13719,5
12125,9628,5
12125,13729,5
12125,9665,5
12125,13762,5
12125,13764,5
12125,9678,5
12125,9682,5
12125,9683,5
12125,9684,5
12125,9694,5
12125,9709,5
12125,13793,5
12125,13796,5
12125,13802,5
12125,13843,5
12125,9774,5
12125,9790,5
12125,9849,5
12125,9869,5
12125,13977,5
12125,13984,5
12125,14027,5
12125,9940,5
12125,9941,5
12125,9942,5
12125,9943,5
12125,14035,5
12125,9944,5
12125,9954,5
12125,14043,5
12125,14044,5
12125,14071,5
12125,10005,5
12125,10013,5
12125,10018,5
12125,14130,5
12125,14132,5
12125,10057,5
12125,14148,5
12125,14149,5
12125,10089,5
12125,14184,5
12125,14194,5
12125,14202,5
12125,14252,5
12125,14285,5
12125,10203,5
12125,10219,5
12125,10239,5
12125,14324,5
12125,14348,5
12125,14357,5
12125,10278,5
12125,10310,5
12125,14408,5
12125,14409,5
12125,14410,5
12125,14414,5
12125,14424,5
12125,10329,5
12125,10338,5
12125,14463,5
12125,14467,5
12125,14468,5
12125,10393,5
12125,14504,5
12125,14505,5
12125,10412,5
12125,14506,5
12125,14532,5
12125,14540,5
12125,14566,5
12125,14598,5
12125,14599,5
12125,10495,5
12125,10507,5
12125,10512,5
12125,14697,5
12125,14709,5
12125,10566,5
12125,14737,5
12125,14743,5
12125,14758,5
12125,10610,5
12125,10648,5
12125,14855,5
12125,14901,5
12125,10798,5
12125,10799,5
12125,14942,5
12125,10900,5
12125,14973,5
12125,14975,5
12125,14982,5
12125,14984,5
12125,14991,5
12125,10927,5
12125,14994,5
12125,14995,5
12125,14998,5
12125,10929,5
12125,14999,5
12125,10946,5
12125,10963,5
12125,10964,5
12125,10982,5
12125,15050,5
12125,10995,5
12125,10997,5
12125,11039,5
12125,15090,5
12125,11076,5
12125,11140,5
12125,15205,5
12125,15212,5
12125,15224,5
12125,15225,5
12125,15228,5
12125,11216,5
12125,15265,5
12125,11231,5
12125,11288,5
12125,11294,5
12125,15334,5
12125,15350,5
12125,15364,5
12125,11360,5
12125,11362,5
12125,15369,5
12125,15370,5
12125,15372,5
12125,15373,5
12125,15376,5
12125,15377,5
12125,15378,5
12125,11368,5
12125,11384,5
12125,15412,5
12125,11385,5
12125,15418,5
12125,15420,5
12125,15427,5
12125,15431,5
12125,11407,5
12125,15445,5
12125,15447,5
12125,15452,5
12125,11440,5
12125,15461,5
12125,15464,5
12125,15469,5
12125,15542,5
7812,7813,5
7812,15483,5
7812,15487,5
7813,8464,5
7815,12128,5
7815,12138,5
7815,12145,5
7815,7844,5
7815,12157,5
7815,7890,5
7815,12197,5
7815,7892,5
7815,12201,5
7815,7917,5
7815,12237,5
7815,7959,5
7815,12286,5
7815,12301,5
7815,12329,5
7815,12330,5
7815,12332,5
7815,12333,5
7815,12359,5
7815,8099,5
7815,12369,5
7815,8112,5
7815,12374,5
7815,12376,5
7815,12377,5
7815,12390,5
7815,12414,5
7815,12423,5
7815,12424,5
7815,12425,5
7815,12429,5
7815,12430,5
7815,12431,5
7815,8168,5
7815,12432,5
7815,12442,5
7815,8202,5
7815,12445,5
7815,12446,5
7815,12451,5
7815,12477,5
7815,8265,5
7815,8266,5
7815,12503,5
7815,12534,5
7815,12536,5
7815,12541,5
7815,8324,5
7815,12548,5
7815,12578,5
7815,8347,5
7815,8364,5
7815,8375,5
7815,12623,5
7815,8404,5
7815,8417,5
7815,12644,5
7815,8428,5
7815,8430,5
7815,12646,5
7815,8432,5
7815,8448,5
7815,12685,5
7815,8520,5
7815,12767,5
7815,12774,5
7815,12912,5
7815,8761,5
7815,12965,5
7815,12989,5
7815,8837,5
7815,13024,5
7815,13025,5
7815,8895,5
7815,13034,5
7815,13063,5
7815,13064,5
7815,13087,5
7815,13202,5
7815,13203,5
