row,col,type
7128,9038,5
7128,9193,5
7128,9199,5
7128,14132,5
7128,10042,5
7128,14136,5
7128,10059,5
7128,10334,5
7128,14451,5
7128,10360,5
7128,15014,5
7128,11266,5
11694,13444,5
11694,9753,5
11694,11465,5
11694,15483,5
11694,15484,5
11694,15485,5
11694,15487,5
7134,11695,5
7134,11964,5
7134,11975,5
7134,12027,5
7134,12056,5
7134,12078,5
7134,12079,5
7134,12145,5
7134,12430,5
7134,12432,5
7134,8271,5
7134,12529,5
7134,8347,5
7134,8348,5
7134,12584,5
7134,8418,5
7134,12985,5
7134,9153,5
7134,13408,5
7134,13564,5
7134,13613,5
7134,9729,5
7134,9847,5
7134,14473,5
7134,10495,5
7134,14785,5
7134,14786,5
7134,14847,5
7134,11363,5
7134,15385,5
11695,11762,5
11695,11780,5
11695,11820,5
11695,12060,5
11695,12078,5
11695,12079,5
11695,7835,5
11695,12145,5
11695,7959,5
11695,12286,5
11695,12365,5
11695,12408,5
11695,12425,5
11695,12445,5
11695,12529,5
11695,12530,5
11695,8309,5
11695,8347,5
11695,8348,5
11695,12584,5
11695,8417,5
11695,8751,5
11695,13347,5
11695,13350,5
11695,9153,5
11695,13455,5
11695,13470,5
11695,13558,5
11695,13564,5
11695,13612,5
11695,13613,5
11695,9655,5
11695,13906,5
11695,14049,5
11695,9967,5
11695,14661,5
11695,14785,5
11695,15224,5
11695,11451,5
7138,10972,5
7138,15376,5
7138,15377,5
7145,11945,5
7145,12164,5
7145,12201,5
7145,12202,5
7145,12286,5
7145,12442,5
7145,8301,5
7145,12518,5
7145,12534,5
7145,8568,5
7145,13443,5
7145,13546,5
7145,13548,5
7145,13631,5
7145,13764,5
7145,13980,5
7145,14434,5
7145,14758,5
7145,14788,5
7145,14841,5
7145,14978,5
7145,11166,5
7145,11449,5
7145,15476,5
7146,11697,5
7146,11768,5
7146,11884,5
7146,11936,5
7146,11948,5
7146,11965,5
7146,12075,5
7146,7885,5
7146,8009,5
7146,8112,5
7146,12413,5
7146,12434,5
7146,8328,5
7146,8375,5
7146,8497,5
7146,13443,5
7146,13561,5
7146,13918,5
7146,13955,5
7146,14016,5
7146,10310,5
7146,14406,5
7146,10610,5
7146,14906,5
7146,15125,5
7146,15132,5
7146,15284,5
7146,11274,5
7146,11410,5
7146,11438,5
7146,11440,5
7146,15464,5
7149,7150,5
7149,11697,5
7149,7404,5
7149,11762,5
7149,7406,5
